Date,Year,Month,Day_Number,Day_Name,Close,Open,High,Low
8/5/21,2021,8,5,Thursday,15181.64,15105.4,15184.27,15083.83
8/4/21,2021,8,4,Wednesday,15083.39,15059.16,15117.38,15017.14
8/3/21,2021,8,3,Tuesday,15061.42,14997.2,15063.66,14864.53
8/2/21,2021,8,2,Monday,14963.62,14959.9,15059.89,14945.13
7/30/21,2021,7,30,Friday,14959.9,14882.39,14990.86,14882.39
7/29/21,2021,7,29,Thursday,15048.36,15015.3,15091.96,15004.42
7/28/21,2021,7,28,Wednesday,15018.1,15005.17,15078.85,14913.55
7/27/21,2021,7,27,Tuesday,14956.97,15103.01,15107.74,14787.8
7/26/21,2021,7,26,Monday,15125.95,15088.28,15142.35,15048.23
7/23/21,2021,7,23,Friday,15111.79,15004.43,15125.84,14948.04
7/22/21,2021,7,22,Thursday,14940.17,14865.46,14941.38,14865.46
7/21/21,2021,7,21,Wednesday,14842.63,14723.67,14843.17,14710.11
7/20/21,2021,7,20,Tuesday,14728.21,14601.33,14790.6,14530.78
7/19/21,2021,7,19,Monday,14549.09,14517.96,14578.96,14455.07
7/16/21,2021,7,16,Friday,14681.38,14842.08,14875.97,14667.1
7/15/21,2021,7,15,Thursday,14794.69,14903.49,14907.51,14717.55
7/14/21,2021,7,14,Wednesday,14900.44,14984.86,15001.13,14871.73
7/13/21,2021,7,13,Tuesday,14874.54,14871.04,15002.28,14843.8
7/12/21,2021,7,12,Monday,14877.89,14878.71,14899.46,14813.79
7/9/21,2021,7,9,Friday,14826.09,14709.32,14838.72,14685.54
7/8/21,2021,7,8,Thursday,14722.14,14577.67,14763.67,14551.76
7/7/21,2021,7,7,Wednesday,14810.54,14889.76,14891.19,14735.75
7/6/21,2021,7,6,Tuesday,14786.36,14755.15,14797.45,14635.31
7/2/21,2021,7,2,Friday,14727.63,14633.51,14738.14,14626.82
7/1/21,2021,7,1,Thursday,14560.05,14530.63,14576.64,14483.42
6/30/21,2021,6,30,Wednesday,14554.8,14560.07,14582.3,14530.87
6/29/21,2021,6,29,Tuesday,14572.75,14523.63,14575.19,14481.84
6/28/21,2021,6,28,Monday,14524.98,14401.63,14530.07,14400.59
6/25/21,2021,6,25,Friday,14345.18,14396.63,14401.71,14324.26
6/24/21,2021,6,24,Thursday,14365.96,14358.3,14429.14,14337.65
6/23/21,2021,6,23,Wednesday,14274.24,14275.09,14324.74,14247.58
6/22/21,2021,6,22,Tuesday,14270.42,14140.3,14288.49,14128.01
6/21/21,2021,6,21,Monday,14137.23,14055.04,14150.91,13967.89
6/18/21,2021,6,18,Friday,14049.58,14125.12,14140.61,14024.6
6/17/21,2021,6,17,Thursday,14163.81,13946.7,14205.43,13946.52
6/16/21,2021,6,16,Wednesday,13983.01,14053.12,14100.11,13843.6
6/15/21,2021,6,15,Tuesday,14030.41,14120.81,14126.26,14008.93
6/14/21,2021,6,14,Monday,14128.2,14002.14,14129.33,13963.94
6/11/21,2021,6,11,Friday,13998.3,13959.47,13998.65,13934
6/10/21,2021,6,10,Thursday,13960.35,13834.26,13962.98,13817.83
6/9/21,2021,6,9,Wednesday,13814.94,13865.51,13900.71,13811.05
6/8/21,2021,6,8,Tuesday,13810.86,13873.46,13913.4,13746.42
6/7/21,2021,6,7,Monday,13802.89,13744.15,13808.42,13710.11
6/4/21,2021,6,4,Friday,13770.77,13619.79,13784.77,13613.58
6/3/21,2021,6,3,Thursday,13529.68,13568.91,13608.54,13469.85
6/2/21,2021,6,2,Wednesday,13675.79,13655.71,13712.68,13610.16
6/1/21,2021,6,1,Tuesday,13654.59,13764.27,13773.45,13602.12
5/28/21,2021,5,28,Friday,13686.51,13717,13765.8,13684.83
5/27/21,2021,5,27,Thursday,13657.85,13686.86,13724.76,13652.13
5/26/21,2021,5,26,Wednesday,13702.74,13687.71,13726.06,13661.06
5/25/21,2021,5,25,Tuesday,13657.73,13701.3,13734.41,13614.54
5/24/21,2021,5,24,Monday,13641.75,13504.39,13687.6,13500.12
5/21/21,2021,5,21,Friday,13411.74,13573.22,13573.84,13401.53
5/20/21,2021,5,20,Thursday,13494.09,13294.59,13526.01,13293.1
5/19/21,2021,5,19,Wednesday,13237.91,12998.53,13243.98,12994.35
5/18/21,2021,5,18,Tuesday,13217.68,13352.26,13400.52,13212.85
5/17/21,2021,5,17,Monday,13312.91,13329.86,13350.14,13196.57
5/14/21,2021,5,14,Friday,13312.91,13238.99,13430,13220.19
5/13/21,2021,5,13,Thursday,13109.15,13133.73,13226.64,13006.77
5/12/21,2021,5,12,Wednesday,13001.63,13155.07,13236.89,12967.18
5/11/21,2021,5,11,Tuesday,13351.27,13102.64,13381.66,13094.76
5/10/21,2021,5,10,Monday,13359.08,13647.73,13648.49,13358.62
5/7/21,2021,5,7,Friday,13719.63,13715.56,13814.65,13669.78
5/6/21,2021,5,6,Thursday,13613.73,13490.94,13617.34,13403.46
5/5/21,2021,5,5,Wednesday,13503.37,13649.12,13676.86,13478.58
5/4/21,2021,5,4,Tuesday,13544.67,13680.63,13705.38,13396.11
5/3/21,2021,5,3,Monday,13799.72,13923.04,13955,13784.66
4/30/21,2021,4,30,Friday,13860.76,13857.79,13969.21,13838.82
4/29/21,2021,4,29,Thursday,13970.2,14063.94,14073.48,13836.1
4/28/21,2021,4,28,Wednesday,13901.62,13953.61,13992.08,13895.15
4/27/21,2021,4,27,Tuesday,13960.28,14048.13,14048.34,13931.18
4/26/21,2021,4,26,Monday,14026.16,13954.94,14039.4,13919.93
4/23/21,2021,4,23,Friday,13941.44,13794.49,13989.43,13789.45
4/22/21,2021,4,22,Thursday,13762.36,13920.88,13954.03,13716.76
4/21/21,2021,4,21,Wednesday,13935.15,13768.92,13939.7,13717.44
4/20/21,2021,4,20,Tuesday,13809.3,13891.96,13934.89,13730.59
4/19/21,2021,4,19,Monday,13907.67,13970.83,14025.64,13835.75
4/16/21,2021,4,16,Friday,14041.91,14035.96,14050.38,13966.54
4/15/21,2021,4,15,Thursday,14026.19,13934.87,14040.11,13931.01
4/14/21,2021,4,14,Wednesday,13803.91,13973.82,13990.54,13782.17
4/13/21,2021,4,13,Tuesday,13986.49,13874.58,14002.53,13874.58
4/12/21,2021,4,12,Monday,13819.35,13792.74,13839.39,13747.63
4/9/21,2021,4,9,Friday,13845.05,13709.67,13849.31,13674.92
4/8/21,2021,4,8,Thursday,13758.5,13730.73,13763.18,13703.51
4/7/21,2021,4,7,Wednesday,13616.7,13553.9,13648.8,13532.63
4/6/21,2021,4,6,Tuesday,13578.46,13567.2,13660.29,13551.6
4/5/21,2021,4,5,Monday,13598.16,13434.04,13623.6,13420.81
4/1/21,2021,4,1,Thursday,13329.51,13268.88,13333.41,13255.82
3/31/21,2021,3,31,Wednesday,13091.44,12970.33,13167.06,12966.65
3/30/21,2021,3,30,Tuesday,12896.53,12904.01,12929.46,12798.03
3/29/21,2021,3,29,Monday,12965.74,12950.51,13013.47,12836.6
3/26/21,2021,3,26,Friday,12979.12,12777.27,12992.3,12721.66
3/25/21,2021,3,25,Thursday,12780.51,12707.58,12845.66,12627.93
3/24/21,2021,3,24,Wednesday,12798.88,13072.82,13077.49,12797.85
3/23/21,2021,3,23,Tuesday,13017.79,13127.17,13180.66,12993.5
3/22/21,2021,3,22,Monday,13086.51,12943.14,13167.46,12943.14
3/19/21,2021,3,19,Friday,12866.99,12792.67,12906.02,12704.07
3/18/21,2021,3,18,Thursday,12789.14,13006.29,13040.36,12781.53
3/17/21,2021,3,17,Wednesday,13202.38,13024.83,13280.29,12950.08
3/16/21,2021,3,16,Tuesday,13152.28,13156.65,13297.48,13091.78
3/15/21,2021,3,15,Monday,13082.54,12936.13,13085.01,12885.64
3/12/21,2021,3,12,Friday,12937.29,12873.39,12943.58,12778.13
3/11/21,2021,3,11,Thursday,13052.9,12960.53,13117.86,12920.01
3/10/21,2021,3,10,Wednesday,12752.07,12950.25,12979.38,12726.85
3/9/21,2021,3,9,Tuesday,12794.49,12635.45,12868.52,12592.83
3/8/21,2021,3,8,Monday,12299.08,12629.56,12718.58,12287.57
3/5/21,2021,3,5,Friday,12668.51,12594.16,12700.95,12208.39
3/4/21,2021,3,4,Thursday,12464,12655.92,12799.08,12314.16
3/3/21,2021,3,3,Wednesday,12683.33,13020.1,13057.29,12679.89
3/2/21,2021,3,2,Tuesday,13059.95,13297.76,13301.62,13052.12
3/1/21,2021,3,1,Monday,13282.95,13106.02,13293.78,13051.7
2/26/21,2021,2,26,Friday,12909.44,12958.96,13090.36,12764.34
2/25/21,2021,2,25,Thursday,12828.31,13197.75,13294.56,12773.76
2/24/21,2021,2,24,Wednesday,13302.19,13095.86,13312.42,12971.82
2/23/21,2021,2,23,Tuesday,13194.71,12982.36,13259.85,12758.12
2/22/21,2021,2,22,Monday,13223.74,13414.04,13447.37,13220.77
2/19/21,2021,2,19,Friday,13580.78,13686.23,13701.69,13545.45
2/18/21,2021,2,18,Thursday,13637.51,13556.01,13669.94,13477.17
2/17/21,2021,2,17,Wednesday,13699.71,13636.15,13713.14,13552.66
2/16/21,2021,2,16,Tuesday,13773.77,13841.03,13879.77,13726.78
2/12/21,2021,2,12,Friday,13807.7,13695.9,13816.25,13656.78
2/11/21,2021,2,11,Thursday,13734.35,13723.63,13747.2,13637.19
2/10/21,2021,2,10,Wednesday,13655.27,13751.42,13770.91,13531.93
2/9/21,2021,2,9,Tuesday,13687.08,13667.14,13741.79,13664.7
2/8/21,2021,2,8,Monday,13695.02,13672.33,13698.41,13607.96
2/5/21,2021,2,5,Friday,13603.96,13592.77,13642.96,13527.81
2/4/21,2021,2,4,Thursday,13560.89,13454.85,13563.13,13406.44
2/3/21,2021,2,3,Wednesday,13402.37,13555.03,13561.45,13400.08
2/2/21,2021,2,2,Tuesday,13456.12,13371.37,13501.23,13363.76
2/1/21,2021,2,1,Monday,13248.9,13067.65,13280.22,12983.1
1/29/21,2021,1,29,Friday,12925.38,13124.7,13167.87,12845.43
1/28/21,2021,1,28,Thursday,13201.53,13163.32,13401.85,13150.1
1/27/21,2021,1,27,Wednesday,13112.65,13371.16,13393.51,13034.14
1/26/21,2021,1,26,Tuesday,13490.19,13507.47,13536.3,13440.32
1/25/21,2021,1,25,Monday,13483.29,13515.63,13563.7,13205.59
1/22/21,2021,1,22,Friday,13366.4,13356.18,13404.77,13336.9
1/21/21,2021,1,21,Thursday,13404.99,13356.7,13433.69,13297.79
1/20/21,2021,1,20,Wednesday,13296.45,13155.12,13332.26,13138.3
1/19/21,2021,1,19,Tuesday,12996.54,12921.61,13012.09,12861.3
1/15/21,2021,1,15,Friday,12803.93,12898.09,12941.29,12758.1
1/14/21,2021,1,14,Thursday,12898.69,13010.94,13037.05,12886.16
1/13/21,2021,1,13,Wednesday,12973.63,12911.87,13008.85,12878.02
1/12/21,2021,1,12,Tuesday,12892.09,12916.1,12957.43,12783.71
1/11/21,2021,1,11,Monday,12902.49,12961.5,13023.21,12883.59
1/8/21,2021,1,8,Friday,13105.2,13037.24,13113.09,12939.73
1/7/21,2021,1,7,Thursday,12939.57,12745.41,12966.68,12744.82
1/6/21,2021,1,6,Wednesday,12623.35,12601.26,12803.29,12569.42
1/5/21,2021,1,5,Tuesday,12802.38,12663.13,12809.67,12663.13
1/4/21,2021,1,4,Monday,12694.66,12950.22,12950.22,12537.42
12/31/20,2020,12,31,Thursday,12888.28,12852.96,12904.09,12804.75
12/30/20,2020,12,30,Wednesday,12845.36,12900.03,12917.45,12828.79
12/29/20,2020,12,29,Tuesday,12843.49,12909.86,12925.53,12816.59
12/28/20,2020,12,28,Monday,12838.86,12813.97,12861.91,12747.05
12/24/20,2020,12,24,Thursday,12711.01,12668.19,12732.55,12665.8
12/23/20,2020,12,23,Wednesday,12653.14,12733.75,12737.59,12649.6
12/22/20,2020,12,22,Tuesday,12717.56,12715.48,12761.23,12606.42
12/21/20,2020,12,21,Monday,12690.26,12575.6,12706.44,12474.03
12/18/20,2020,12,18,Friday,12738.18,12786.92,12793.47,12611.22
12/17/20,2020,12,17,Thursday,12752.06,12741.64,12760.97,12685.98
12/16/20,2020,12,16,Wednesday,12668.16,12607.87,12698.11,12568.71
12/15/20,2020,12,15,Tuesday,12595.92,12565.28,12596.84,12467.57
12/14/20,2020,12,14,Monday,12462.21,12427.86,12544.31,12426.25
12/11/20,2020,12,11,Friday,12375.41,12327.07,12378.61,12236.8
12/10/20,2020,12,10,Thursday,12401.74,12268.47,12447.85,12226.13
12/9/20,2020,12,9,Wednesday,12364.64,12626.97,12643.24,12311.3
12/8/20,2020,12,8,Tuesday,12635.72,12574.84,12651.35,12504.97
12/7/20,2020,12,7,Monday,12596.47,12523.57,12610,12523.12
12/4/20,2020,12,4,Friday,12528.48,12479.91,12531.21,12450.51
12/3/20,2020,12,3,Thursday,12467.13,12469.16,12538.92,12445.36
12/2/20,2020,12,2,Wednesday,12456.41,12390.58,12472.25,12318.27
12/1/20,2020,12,1,Tuesday,12455.33,12387.62,12510.02,12338.36
11/30/20,2020,11,30,Monday,12268.32,12278.78,12299.61,12090.93
11/27/20,2020,11,27,Friday,12258.21,12220.37,12306.71,12214.44
11/25/20,2020,11,25,Wednesday,12152.22,12112.11,12174.99,12081.51
11/24/20,2020,11,24,Tuesday,12079.81,11952.7,12094.16,11878.31
11/23/20,2020,11,23,Monday,11905.94,11959.89,12001.83,11817.53
11/20/20,2020,11,20,Friday,11906.44,11976,12017.42,11903.57
11/19/20,2020,11,19,Thursday,11985.43,11863.12,12000.29,11842.66
11/18/20,2020,11,18,Wednesday,11894.71,11963.36,12027.15,11892.54
11/17/20,2020,11,17,Tuesday,11977.49,12030.27,12047.13,11964.2
11/16/20,2020,11,16,Monday,12013.38,11925.36,12035.5,11891.85
11/13/20,2020,11,13,Friday,11937.84,11910.62,11957.09,11808.95
11/12/20,2020,11,12,Thursday,11827.14,11924.15,11976.89,11786.09
11/11/20,2020,11,11,Wednesday,11892.93,11734.81,11904.13,11714.32
11/10/20,2020,11,10,Tuesday,11624.29,11704.46,11761.95,11512.46
11/9/20,2020,11,9,Monday,11830.39,12194.71,12268.66,11818.24
11/6/20,2020,11,6,Friday,12091.35,12044.29,12116.91,11895.5
11/5/20,2020,11,5,Thursday,12078.07,12021.77,12117.04,11977.07
11/4/20,2020,11,4,Wednesday,11777.02,11627.76,11846.46,11564.91
11/3/20,2020,11,3,Tuesday,11279.91,11155.84,11356.08,11115.55
11/2/20,2020,11,2,Monday,11084.76,11152.48,11222.52,10957.11
10/30/20,2020,10,30,Friday,11052.95,11265.7,11293.76,10960.02
10/29/20,2020,10,29,Thursday,11350.74,11214.33,11467.37,11187.08
10/28/20,2020,10,28,Wednesday,11142.76,11400.48,11426.1,11136.1
10/27/20,2020,10,27,Tuesday,11598.95,11560.86,11633.49,11503.1
10/26/20,2020,10,26,Monday,11504.52,11584.17,11708.08,11360.73
10/23/20,2020,10,23,Friday,11692.57,11680.72,11693.01,11569.09
10/22/20,2020,10,22,Thursday,11662.91,11712.64,11739.22,11529.73
10/21/20,2020,10,21,Wednesday,11665.37,11686.19,11789.46,11646.47
10/20/20,2020,10,20,Tuesday,11677.84,11679.08,11801.39,11613.76
10/19/20,2020,10,19,Monday,11634.35,11913.01,11962.47,11606.48
10/16/20,2020,10,16,Friday,11852.17,11952.12,12034.13,11824.14
10/15/20,2020,10,15,Thursday,11898.57,11767.27,11928.63,11765.49
10/14/20,2020,10,14,Wednesday,11985.36,12105.1,12159.21,11913.57
10/13/20,2020,10,13,Tuesday,12083.17,12131.07,12187.78,12032.75
10/12/20,2020,10,12,Monday,12088.11,11900.12,12204.75,11880.23
10/9/20,2020,10,9,Friday,11725.85,11615.57,11727.6,11600.86
10/8/20,2020,10,8,Thursday,11550.94,11576.44,11582.78,11510.24
10/7/20,2020,10,7,Wednesday,11503.19,11412.65,11519.55,11382.48
10/6/20,2020,10,6,Tuesday,11291.27,11476.68,11536.42,11256.26
10/5/20,2020,10,5,Monday,11509.06,11345.24,11512.06,11336.07
10/2/20,2020,10,2,Friday,11255.69,11328.85,11479.08,11225.17
10/1/20,2020,10,1,Thursday,11583.2,11554.96,11606.73,11488.6
9/30/20,2020,9,30,Wednesday,11418.06,11328.55,11535.01,11328.55
9/29/20,2020,9,29,Tuesday,11322.95,11354.7,11396.22,11305.79
9/28/20,2020,9,28,Monday,11364.45,11332.32,11369.4,11243.24
9/25/20,2020,9,25,Friday,11151.13,10910.5,11177.73,10851.68
9/24/20,2020,9,24,Thursday,10896.47,10746.35,11026.43,10728.41
9/23/20,2020,9,23,Wednesday,10833.33,11167.22,11179.59,10806.05
9/22/20,2020,9,22,Tuesday,11186.37,11082.09,11207.08,10943.26
9/21/20,2020,9,21,Monday,10980.22,10768.01,10984.76,10677.85
9/18/20,2020,9,18,Friday,10936.98,11147.8,11153.97,10769.4
9/17/20,2020,9,17,Thursday,11080.95,10965.74,11160.04,10936.8
9/16/20,2020,9,16,Wednesday,11247.6,11467.9,11486.09,11242.96
9/15/20,2020,9,15,Tuesday,11438.87,11432.94,11495.4,11367.2
9/14/20,2020,9,14,Monday,11277.76,11250.8,11363.25,11192.82
9/11/20,2020,9,11,Friday,11087.4,11251.19,11280.41,10945.22
9/10/20,2020,9,10,Thursday,11154.12,11501.43,11566.34,11095.94
9/9/20,2020,9,9,Wednesday,11395.85,11308.25,11480.37,11197.13
9/8/20,2020,9,8,Tuesday,11068.26,11143.91,11400.45,11055.16
9/4/20,2020,9,4,Friday,11622.13,11686.24,11846.18,11145.99
9/3/20,2020,9,3,Thursday,11771.37,12195.75,12235,11662.11
9/2/20,2020,9,2,Wednesday,12420.54,12417.45,12439.48,12176.18
9/1/20,2020,9,1,Tuesday,12292.86,12203.36,12300.44,12132.78
8/31/20,2020,8,31,Monday,12110.7,12017.46,12167.46,12000.11
8/28/20,2020,8,28,Friday,11995.85,11992.68,12018.14,11928.69
8/27/20,2020,8,27,Thursday,11926.16,11997.89,12047.99,11842.84
8/26/20,2020,8,26,Wednesday,11971.94,11779.35,11979.65,11768
8/25/20,2020,8,25,Tuesday,11721.81,11610.58,11723.94,11580.89
8/24/20,2020,8,24,Monday,11626.17,11703.34,11728.09,11535.55
8/21/20,2020,8,21,Friday,11555.16,11476.85,11574.79,11461.53
8/20/20,2020,8,20,Thursday,11477.05,11277.05,11497.18,11268.46
8/19/20,2020,8,19,Wednesday,11318.64,11397.23,11440.22,11303.4
8/18/20,2020,8,18,Tuesday,11399.03,11339.76,11421.1,11279.08
8/17/20,2020,8,17,Monday,11288.57,11231.97,11306.47,11228.14
8/14/20,2020,8,14,Friday,11164.45,11187.82,11213.27,11106.93
8/13/20,2020,8,13,Thursday,11178.37,11174.64,11271.22,11139.64
8/12/20,2020,8,12,Wednesday,11157.72,10972.07,11190.26,10970.87
8/11/20,2020,8,11,Tuesday,10876.08,11039.68,11090.92,10855.06
8/10/20,2020,8,10,Monday,11085.17,11153.51,11159.38,10941.87
8/7/20,2020,8,7,Friday,11139.39,11235.23,11276.3,11044.6
8/6/20,2020,8,6,Thursday,11267.08,11116.49,11282.23,11090.5
8/5/20,2020,8,5,Wednesday,11125.44,11107.24,11141.68,11077.7
8/4/20,2020,8,4,Tuesday,11096.54,11075.04,11097.85,11002.55
8/3/20,2020,8,3,Monday,11055.08,11018.02,11085.5,10997.67
7/31/20,2020,7,31,Friday,10905.88,10886.36,10908.34,10707.4
7/30/20,2020,7,30,Thursday,10715.51,10578.62,10737.03,10531.79
7/29/20,2020,7,29,Wednesday,10662.98,10602.4,10694.88,10587.19
7/28/20,2020,7,28,Tuesday,10532.5,10644.33,10662.19,10527.43
7/27/20,2020,7,27,Monday,10674.38,10547.11,10689.55,10527.64
7/24/20,2020,7,24,Friday,10483.13,10389.53,10543.42,10313.94
7/23/20,2020,7,23,Thursday,10580.59,10853.16,10885.38,10531.21
7/22/20,2020,7,22,Wednesday,10870.75,10850.92,10910.24,10776.24
7/21/20,2020,7,21,Tuesday,10833.07,11015.54,11017.43,10800.87
7/20/20,2020,7,20,Monday,10952.08,10672.96,10971.52,10621.9
7/17/20,2020,7,17,Friday,10645.22,10651.59,10680.7,10558.78
7/16/20,2020,7,16,Thursday,10626.46,10589.86,10658.9,10495.09
7/15/20,2020,7,15,Wednesday,10701.68,10752.11,10780.4,10570.96
7/14/20,2020,7,14,Tuesday,10689.52,10502.85,10701.88,10370.79
7/13/20,2020,7,13,Monday,10602.21,10951.54,11069.26,10574.56
7/10/20,2020,7,10,Friday,10836.33,10751.77,10842.78,10639.48
7/9/20,2020,7,9,Thursday,10754.59,10745.87,10785.96,10574.97
7/8/20,2020,7,8,Wednesday,10666.7,10594.41,10669.13,10528.82
7/7/20,2020,7,7,Tuesday,10524.01,10595.94,10704.93,10516.63
7/6/20,2020,7,6,Monday,10604.06,10487.7,10625.1,10485.81
7/2/20,2020,7,2,Thursday,10341.89,10386.38,10432.55,10328.78
7/1/20,2020,7,1,Wednesday,10279.25,10160.41,10321.77,10142.75
6/30/20,2020,6,30,Tuesday,10156.85,9970.21,10185.35,9956.83
6/29/20,2020,6,29,Monday,9961.16,9850.55,9965.08,9742.89
6/26/20,2020,6,26,Friday,9849.36,10087.08,10093.98,9837.74
6/25/20,2020,6,25,Thursday,10101.83,10003.5,10110.29,9901.21
6/24/20,2020,6,24,Wednesday,10002.7,10183.77,10232.42,9943.24
6/23/20,2020,6,23,Tuesday,10209.82,10192.42,10306.9,10172.07
6/22/20,2020,6,22,Monday,10130.33,10009,10134.64,9989.49
6/19/20,2020,6,19,Friday,10008.64,10104.63,10121.67,9937.81
6/18/20,2020,6,18,Thursday,10012.05,9972.35,10018.56,9942.11
6/17/20,2020,6,17,Wednesday,9982.48,9998.86,10058.65,9952.5
6/16/20,2020,6,16,Tuesday,9949.37,9983.65,10010.89,9801.45
6/15/20,2020,6,15,Monday,9776.89,9517.14,9809.41,9489.58
6/12/20,2020,6,12,Friday,9663.77,9785.58,9849.01,9499.1
6/11/20,2020,6,11,Thursday,9588.48,9907.56,9978.19,9586.25
6/10/20,2020,6,10,Wednesday,10094.26,10037.98,10155.2,10022.44
6/9/20,2020,6,9,Tuesday,9967.17,9861.18,10006.9,9859
6/8/20,2020,6,8,Monday,9901.52,9805.69,9904.52,9753.87
6/5/20,2020,6,5,Friday,9824.39,9673.09,9846.63,9659.45
6/4/20,2020,6,4,Thursday,9629.66,9672.17,9741.97,9577.71
6/3/20,2020,6,3,Wednesday,9704.69,9689.72,9729.69,9648.93
6/2/20,2020,6,2,Tuesday,9657.31,9603.18,9660.08,9511.88
6/1/20,2020,6,1,Monday,9598.89,9526.43,9609.38,9515.34
5/29/20,2020,5,29,Friday,9555.52,9440.64,9573.55,9379.93
5/28/20,2020,5,28,Thursday,9416.71,9404.83,9568.89,9391.84
5/27/20,2020,5,27,Wednesday,9442.05,9366.63,9445.06,9182.45
5/26/20,2020,5,26,Tuesday,9389.98,9570.53,9570.53,9379.9
5/22/20,2020,5,22,Friday,9413.99,9363.68,9421.93,9325.07
5/21/20,2020,5,21,Thursday,9377.99,9487.63,9515.05,9361.83
5/20/20,2020,5,20,Wednesday,9485.02,9415.25,9498.28,9412.83
5/19/20,2020,5,19,Tuesday,9298.54,9326.28,9422.9,9296.25
5/18/20,2020,5,18,Monday,9331.93,9281.36,9367.54,9248.78
5/15/20,2020,5,15,Friday,9152.64,8976.29,9157.46,8958.08
5/14/20,2020,5,14,Thursday,9094.43,8946.45,9097.75,8860.77
5/13/20,2020,5,13,Wednesday,9000.08,9123.69,9209.49,8890.16
5/12/20,2020,5,12,Tuesday,9112.45,9326.06,9354.45,9109.09
5/11/20,2020,5,11,Monday,9298.92,9155.21,9346.27,9155.21
5/8/20,2020,5,8,Friday,9220.35,9165.7,9224.49,9126.97
5/7/20,2020,5,7,Thursday,9101.88,9104.67,9136.18,9045.23
5/6/20,2020,5,6,Wednesday,8984.86,8997.02,9065.58,8950.89
5/5/20,2020,5,5,Tuesday,8930.62,8922.39,9031,8900.57
5/4/20,2020,5,4,Monday,8834.11,8683.94,8840.33,8665.4
5/1/20,2020,5,1,Friday,8718.18,8791.88,8887.58,8688.58
4/30/20,2020,4,30,Thursday,9000.51,9005.24,9023.03,8920.42
4/29/20,2020,4,29,Wednesday,8982.76,8871.04,9025.82,8832
4/28/20,2020,4,28,Tuesday,8677.6,8913.28,8918.38,8668.67
4/27/20,2020,4,27,Monday,8837.66,8865.58,8887.62,8803.88
4/24/20,2020,4,24,Friday,8786.6,8666.57,8791.36,8599.99
4/23/20,2020,4,23,Thursday,8641.5,8693.73,8796.49,8624.63
4/22/20,2020,4,22,Wednesday,8664.63,8575.57,8708.48,8550.61
4/21/20,2020,4,21,Tuesday,8403,8639.74,8663.09,8359.84
4/20/20,2020,4,20,Monday,8726.51,8742.54,8855.18,8725.32
4/17/20,2020,4,17,Friday,8832.41,8876.66,8879.24,8704.38
4/16/20,2020,4,16,Thursday,8757.83,8689.09,8793.35,8605.51
4/15/20,2020,4,15,Wednesday,8591.96,8548.47,8666.24,8500.56
4/14/20,2020,4,14,Tuesday,8692.16,8489.27,8708.55,8470.74
4/13/20,2020,4,13,Monday,8332.74,8209.68,8338.15,8158.58
4/9/20,2020,4,9,Thursday,8238.53,8284.31,8334.23,8167.93
4/8/20,2020,4,8,Wednesday,8229.54,8134.3,8254.41,8058.41
4/7/20,2020,4,7,Tuesday,8049.31,8287.48,8305.59,8043.07
4/6/20,2020,4,6,Monday,8081.66,7819.06,8110.66,7763.09
4/3/20,2020,4,3,Friday,7528.11,7631.57,7673.49,7439.78
4/2/20,2020,4,2,Thursday,7635.66,7445.88,7641.86,7432.28
4/1/20,2020,4,1,Wednesday,7486.29,7582.78,7701.68,7423.97
3/31/20,2020,3,31,Tuesday,7813.5,7855.74,8011.6,7765.45
3/30/20,2020,3,30,Monday,7889.01,7678.83,7902.09,7651.43
3/27/20,2020,3,27,Friday,7588.37,7657.44,7817.74,7580.22
3/26/20,2020,3,26,Thursday,7897.13,7549.83,7913.11,7549.83
3/25/20,2020,3,25,Wednesday,7469.62,7543.96,7777.61,7390.41
3/24/20,2020,3,24,Tuesday,7553.82,7348.99,7555.91,7304.39
3/23/20,2020,3,23,Monday,7006.92,6952.71,7145.29,6771.91
3/20/20,2020,3,20,Friday,6994.29,7391.22,7487.83,6969.77
3/19/20,2020,3,19,Thursday,7288.52,7190.21,7514.13,7037.47
3/18/20,2020,3,18,Wednesday,7175.18,7023.86,7336.88,6837.53
3/17/20,2020,3,17,Tuesday,7473.95,7198.53,7550.13,6959.15
3/16/20,2020,3,16,Monday,7020.38,7502.26,7563.45,6993.61
3/13/20,2020,3,13,Friday,7995.26,7683.04,7998.51,7301.88
3/12/20,2020,3,12,Thursday,7263.65,7452.76,7808.31,7255.61
3/11/20,2020,3,11,Wednesday,8006.12,8166.26,8224.73,7900.99
3/10/20,2020,3,10,Tuesday,8372.27,8213.97,8376.44,7942.13
3/9/20,2020,3,9,Monday,7948.03,7912.14,8241.77,7912.14
3/6/20,2020,3,6,Friday,8530.34,8395.95,8571.88,8319.9
3/5/20,2020,3,5,Thursday,8671.66,8713.19,8864.19,8613.91
3/4/20,2020,3,4,Wednesday,8949.28,8745.64,8952.11,8669.76
3/3/20,2020,3,3,Tuesday,8594.49,8892.68,9000.46,8516.58
3/2/20,2020,3,2,Monday,8877.98,8569.91,8879.39,8446.5
2/28/20,2020,2,28,Friday,8461.83,8133.85,8490.47,8133.85
2/27/20,2020,2,27,Thursday,8436.67,8632.54,8786.68,8430.53
2/26/20,2020,2,26,Wednesday,8873.76,8883.01,9032.87,8813.92
2/25/20,2020,2,25,Tuesday,8834.87,9167.33,9183.78,8807.11
2/24/20,2020,2,24,Monday,9079.63,9055.3,9194.91,9028.87
2/21/20,2020,2,21,Friday,9446.69,9582.54,9594,9406.38
