Date,Year,Month,Day_Number,Day_Name,Close,Open,High,Low
1/20/23,2023,1,20,Friday,11619.03,11363.85,11623.2,11329.54
1/19/23,2023,1,19,Thursday,11295.67,11345.19,11388.46,11251.94
1/18/23,2023,1,18,Wednesday,11410.29,11636.61,11690.27,11403.31
1/17/23,2023,1,17,Tuesday,11557.19,11531.54,11615.95,11484.02
1/13/23,2023,1,13,Friday,11541.48,11362.13,11547.96,11347.6
1/12/23,2023,1,12,Thursday,11459.61,11441.45,11500.86,11246.02
1/11/23,2023,1,11,Wednesday,11402.52,11259.16,11403.89,11220.75
1/10/23,2023,1,10,Tuesday,11205.78,11069.05,11207.56,11050.68
1/9/23,2023,1,9,Monday,11108.44,11133.07,11304.84,11085.32
1/6/23,2023,1,6,Friday,11040.35,10807.45,11082.59,10696.42
1/5/23,2023,1,5,Thursday,10741.22,10837.25,10842.33,10728.26
1/4/23,2023,1,4,Wednesday,10914.8,10949.34,10981.46,10785.53
1/3/23,2023,1,3,Tuesday,10862.64,11038.42,11093.1,10770.93
12/30/22,2022,12,30,Friday,10939.76,10835.59,10942.9,10778.64
12/29/22,2022,12,29,Thursday,10951.05,10800.8,10981.06,10776.62
12/28/22,2022,12,28,Wednesday,10679.34,10807.12,10898.64,10671.19
12/27/22,2022,12,27,Tuesday,10822.51,10944.3,10957.44,10807.61
12/23/22,2022,12,23,Friday,10985.45,10911.04,11007.09,10830.9
12/22/22,2022,12,22,Thursday,10956.14,11099.36,11114.23,10784.02
12/21/22,2022,12,21,Wednesday,11235.88,11110.65,11285.77,11083.36
12/20/22,2022,12,20,Tuesday,11072.42,11023.47,11143.62,10967.07
12/19/22,2022,12,19,Monday,11084.59,11243,11251.57,11029.77
12/16/22,2022,12,16,Friday,11243.72,11313.64,11383.39,11175.54
12/15/22,2022,12,15,Thursday,11345.22,11573.38,11591.33,11300.35
12/14/22,2022,12,14,Wednesday,11740.92,11824.54,11941.28,11617.41
12/13/22,2022,12,13,Tuesday,11834.21,12141.24,12166.41,11724.9
12/12/22,2022,12,12,Monday,11706.44,11572.26,11707.71,11529.41
12/9/22,2022,12,9,Friday,11563.33,11594.38,11707.09,11550.31
12/8/22,2022,12,8,Thursday,11637.5,11543.68,11672.14,11470.68
12/7/22,2022,12,7,Wednesday,11497.39,11490.99,11577.69,11431.96
12/6/22,2022,12,6,Tuesday,11549.69,11775.2,11790.93,11488.6
12/5/22,2022,12,5,Monday,11786.8,11899.54,11957.36,11732.15
12/2/22,2022,12,2,Friday,11994.26,11845.53,12027.62,11825.53
12/1/22,2022,12,1,Thursday,12041.89,12030.24,12115.34,11928.66
11/30/22,2022,11,30,Wednesday,12030.06,11505.74,12031.34,11481.89
11/29/22,2022,11,29,Tuesday,11503.45,11590.3,11613.33,11450.34
11/28/22,2022,11,28,Monday,11587.75,11684.07,11764.83,11555.26
11/25/22,2022,11,25,Friday,11756.03,11777.33,11803.91,11748.79
11/23/22,2022,11,23,Wednesday,11838.72,11725.08,11866.42,11722.01
11/22/22,2022,11,22,Tuesday,11724.84,11590.83,11731.76,11503.34
11/21/22,2022,11,21,Monday,11553.45,11623.35,11664.94,11524.44
11/18/22,2022,11,18,Friday,11677.02,11791.85,11794.68,11579.64
11/17/22,2022,11,17,Thursday,11676.86,11521.64,11737.61,11519.38
11/16/22,2022,11,16,Wednesday,11699.09,11767.42,11796.99,11673.14
11/15/22,2022,11,15,Tuesday,11871.15,12006.45,12024.95,11735.4
11/14/22,2022,11,14,Monday,11700.94,11728.11,11863.82,11669.1
11/11/22,2022,11,11,Friday,11817.01,11604.36,11840.07,11535.56
11/10/22,2022,11,10,Thursday,11605.96,11350.42,11612.2,11235.74
11/9/22,2022,11,9,Wednesday,10797.55,10971.43,11012.66,10790.35
11/8/22,2022,11,8,Tuesday,11059.5,11039.58,11191.9,10897.53
11/7/22,2022,11,7,Monday,10977,10900.83,11001.16,10817.59
11/4/22,2022,11,4,Friday,10857.03,10911.98,10934.62,10632.39
11/3/22,2022,11,3,Thursday,10690.6,10769.43,10852.18,10680.83
11/2/22,2022,11,2,Wednesday,10906.34,11300.27,11410.91,10903.48
11/1/22,2022,11,1,Tuesday,11288.95,11571.53,11574.39,11278.28
10/31/22,2022,10,31,Monday,11405.57,11465.21,11482.99,11331.26
10/28/22,2022,10,28,Friday,11546.21,11176.99,11563.16,11176.99
10/27/22,2022,10,27,Thursday,11191.63,11387.71,11417.04,11179.9
10/26/22,2022,10,26,Wednesday,11405.9,11409.79,11657.06,11388.34
10/25/22,2022,10,25,Tuesday,11669.99,11482.87,11681.85,11480.41
10/24/22,2022,10,24,Monday,11430.26,11321.11,11468.18,11166.49
10/21/22,2022,10,21,Friday,11310.33,10998.17,11327.77,10962.01
10/20/22,2022,10,20,Thursday,11046.71,11081.22,11279.81,11001.28
10/19/22,2022,10,19,Wednesday,11103.38,11081.82,11231.46,11008.11
10/18/22,2022,10,18,Tuesday,11147.74,11368.76,11374.38,11035.8
10/17/22,2022,10,17,Monday,11062.53,10967.25,11090.87,10959.74
10/14/22,2022,10,14,Friday,10692.06,11130.08,11152.89,10677.48
10/13/22,2022,10,13,Thursday,11033.58,10481.58,11087.66,10440.64
10/12/22,2022,10,12,Wednesday,10785.62,10810.3,10886.49,10754.85
10/11/22,2022,10,11,Tuesday,10791.35,10865.32,10981.91,10716.33
10/10/22,2022,10,10,Monday,10926.97,11048.51,11063.21,10824.25
10/7/22,2022,10,7,Friday,11039.47,11272.46,11293.65,10991.66
10/6/22,2022,10,6,Thursday,11485.5,11556.4,11660.55,11472.83
10/5/22,2022,10,5,Wednesday,11573.18,11429.47,11647.62,11312.52
10/4/22,2022,10,4,Tuesday,11582.54,11477.85,11609.25,11462.37
10/3/22,2022,10,3,Monday,11229.73,11059.17,11296.43,10985.01
9/30/22,2022,9,30,Friday,10971.22,11123.11,11296.16,10966.95
9/29/22,2022,9,29,Thursday,11164.78,11334.57,11339.91,11038.94
9/28/22,2022,9,28,Wednesday,11493.83,11258.74,11546.87,11210.81
9/27/22,2022,9,27,Tuesday,11271.75,11411.34,11502.38,11175.29
9/26/22,2022,9,26,Monday,11254.11,11283.14,11473.36,11235.74
9/23/22,2022,9,23,Friday,11311.24,11398.75,11402.41,11169.66
9/22/22,2022,9,22,Thursday,11501.65,11574.32,11617.99,11448.86
9/21/22,2022,9,21,Wednesday,11637.79,11892.72,12062.52,11636.25
9/20/22,2022,9,20,Tuesday,11851.54,11855.84,11951.13,11761.69
9/19/22,2022,9,19,Monday,11953.27,11753.6,11956.79,11752.43
9/16/22,2022,9,16,Friday,11861.38,11775.94,11875.09,11710.26
9/15/22,2022,9,15,Thursday,11927.49,12034.43,12153.34,11867.88
9/14/22,2022,9,14,Wednesday,12134.4,12092.03,12170.25,12016.43
9/13/22,2022,9,13,Tuesday,12033.62,12364.83,12420.01,12004.42
9/12/22,2022,9,12,Monday,12739.72,12649.23,12752.83,12639.76
9/9/22,2022,9,9,Friday,12588.29,12424.15,12610.43,12424.15
9/8/22,2022,9,8,Thursday,12321.19,12139.57,12374.13,12120.26
9/7/22,2022,9,7,Wednesday,12259.39,12038.18,12298.12,12026.98
9/6/22,2022,9,6,Tuesday,12011.31,12106.57,12152.42,11928.81
9/2/22,2022,9,2,Friday,12098.44,12392.46,12451.28,12035.53
9/1/22,2022,9,1,Thursday,12274.62,12158.88,12290.33,12012.98
8/31/22,2022,8,31,Wednesday,12272.03,12448.07,12502.15,12268.08
8/30/22,2022,8,30,Tuesday,12342.7,12562.4,12572.88,12240.82
8/29/22,2022,8,29,Monday,12484.32,12488.46,12594.34,12440.4
8/26/22,2022,8,26,Friday,12605.17,13129.91,13175.25,12603.41
8/25/22,2022,8,25,Thursday,13143.58,12984.74,13146.84,12951.61
8/24/22,2022,8,24,Wednesday,12917.86,12876.23,12995.14,12843.58
8/23/22,2022,8,23,Tuesday,12881.79,12885.28,13000.71,12852.7
8/22/22,2022,8,22,Monday,12890.54,13056.39,13073.07,12859.82
8/19/22,2022,8,19,Friday,13242.9,13370.25,13402.61,13210.82
8/18/22,2022,8,18,Thursday,13505.99,13474.24,13553.28,13405.74
8/17/22,2022,8,17,Wednesday,13470.86,13499.24,13591.58,13389.82
8/16/22,2022,8,16,Tuesday,13635.21,13617.66,13720.91,13508.47
8/15/22,2022,8,15,Monday,13667.18,13529.66,13685.65,13524.53
8/12/22,2022,8,12,Friday,13565.87,13384.65,13565.87,13341.65
8/11/22,2022,8,11,Thursday,13291.99,13471.03,13555.38,13271.35
8/10/22,2022,8,10,Wednesday,13378.32,13330.66,13386.85,13220.05
8/9/22,2022,8,9,Tuesday,13008.17,13064.24,13095.7,12945.6
8/8/22,2022,8,8,Monday,13159.16,13227.09,13394.54,13103.8
8/5/22,2022,8,5,Friday,13207.69,13107.45,13286.02,13070.36
8/4/22,2022,8,4,Thursday,13311.04,13253.77,13326.72,13170.44
8/3/22,2022,8,3,Wednesday,13253.26,12983.58,13289.19,12974.85
8/2/22,2022,8,2,Tuesday,12901.6,12853.04,13073.27,12809.01
8/1/22,2022,8,1,Monday,12940.78,12877.04,13084.61,12833.16
7/29/22,2022,7,29,Friday,12947.97,12784.2,12986.64,12726.25
7/28/22,2022,7,28,Thursday,12717.87,12580.61,12741.83,12433.55
7/27/22,2022,7,27,Wednesday,12601.47,12299.34,12660.77,12256.94
7/26/22,2022,7,26,Tuesday,12086.9,12248.21,12259.01,12051.21
7/25/22,2022,7,25,Monday,12328.41,12391.21,12415.59,12244.4
7/22/22,2022,7,22,Friday,12396.47,12575.76,12662.86,12322.82
7/21/22,2022,7,21,Thursday,12619.41,12466.13,12620.5,12351.42
7/20/22,2022,7,20,Wednesday,12439.68,12269.07,12488.39,12232.2
7/19/22,2022,7,19,Tuesday,12249.42,12046.69,12258.37,11967.92
7/18/22,2022,7,18,Monday,11877.5,12089.68,12156.09,11836.52
7/15/22,2022,7,15,Friday,11983.62,11896.15,11987.52,11828.13
7/14/22,2022,7,14,Thursday,11768.4,11637.18,11801.11,11488.27
7/13/22,2022,7,13,Wednesday,11728.53,11523.91,11819.69,11498.96
7/12/22,2022,7,12,Tuesday,11744.99,11926.84,11990.44,11684.02
7/11/22,2022,7,11,Monday,11860.28,12008.76,12026.06,11830.88
7/8/22,2022,7,8,Friday,12125.69,11977.95,12179.32,11956.03
7/7/22,2022,7,7,Thursday,12109.05,11913.73,12137.71,11897.51
7/6/22,2022,7,6,Wednesday,11852.59,11807.08,11941.31,11727.36
7/5/22,2022,7,5,Tuesday,11779.9,11419.34,11781.74,11366.07
7/1/22,2022,7,1,Friday,11585.68,11472.63,11592.85,11378.63
6/30/22,2022,6,30,Thursday,11503.72,11532.32,11650.96,11322.86
6/29/22,2022,6,29,Wednesday,11658.26,11619.01,11710.21,11537.72
6/28/22,2022,6,28,Tuesday,11637.77,12021.34,12133.87,11633.13
6/27/22,2022,6,27,Monday,12008.24,12157.93,12175.98,11965.67
6/24/22,2022,6,24,Friday,12105.85,11826.95,12112.82,11812.18
6/23/22,2022,6,23,Thursday,11697.68,11622.09,11729.62,11515.48
6/22/22,2022,6,22,Wednesday,11527.71,11427.74,11708.08,11423.2
6/21/22,2022,6,21,Tuesday,11546.76,11446.98,11638.47,11446.98
6/17/22,2022,6,17,Friday,11265.99,11172.65,11357.97,11089.93
6/16/22,2022,6,16,Thursday,11127.57,11286.87,11311.05,11037.21
6/15/22,2022,6,15,Wednesday,11593.77,11468.13,11751.29,11346.54
6/14/22,2022,6,14,Tuesday,11311.69,11385.18,11418.22,11205.92
6/13/22,2022,6,13,Monday,11288.32,11472.19,11568.65,11254.18
6/10/22,2022,6,10,Friday,11832.82,12052.59,12082.69,11825.35
6/9/22,2022,6,9,Thursday,12269.78,12543.37,12666.41,12265.86
6/8/22,2022,6,8,Wednesday,12615.13,12682.81,12776.65,12578.55
6/7/22,2022,6,7,Tuesday,12711.68,12456.49,12737.3,12413.56
6/6/22,2022,6,6,Monday,12599.63,12745.89,12804.46,12534.58
6/3/22,2022,6,3,Friday,12548.03,12650.38,12724.81,12505.76
6/2/22,2022,6,2,Thursday,12892.89,12498.63,12897.63,12447.77
6/1/22,2022,6,1,Wednesday,12548.36,12750.31,12820.47,12457.91
5/31/22,2022,5,31,Tuesday,12642.1,12688.95,12762.84,12482.32
5/27/22,2022,5,27,Friday,12681.42,12421.8,12682.58,12405.29
5/26/22,2022,5,26,Thursday,12276.79,11906.83,12337.73,11901.87
5/25/22,2022,5,25,Wednesday,11943.93,11732.45,12028.89,11714.27
5/24/22,2022,5,24,Tuesday,11769.84,11807.78,11842.81,11576.11
5/23/22,2022,5,23,Monday,12034.28,11867.36,12047.81,11785.76
5/20/22,2022,5,20,Friday,11835.62,12037.03,12044.7,11492.29
5/19/22,2022,5,19,Thursday,11875.63,11872.56,12066.85,11795.79
5/18/22,2022,5,18,Wednesday,11928.31,12352.92,12389.96,11887
5/17/22,2022,5,17,Tuesday,12564.1,12496.63,12572.99,12333.99
5/16/22,2022,5,16,Monday,12243.58,12297.07,12395.51,12196.21
5/13/22,2022,5,13,Friday,12387.4,12125.93,12429.28,12069.13
5/12/22,2022,5,12,Thursday,11945.5,11790.13,12128.73,11692.12
5/11/22,2022,5,11,Wednesday,11967.56,12240.21,12470.89,11939.09
5/10/22,2022,5,10,Tuesday,12345.86,12496.84,12537.89,12173.47
5/9/22,2022,5,9,Monday,12187.72,12465.91,12542.32,12136.19
5/6/22,2022,5,6,Friday,12693.53,12776.86,12926.58,12522.77
5/5/22,2022,5,5,Thursday,12850.55,13344.79,13344.79,12710.59
5/4/22,2022,5,4,Wednesday,13535.71,13110.3,13556.67,12887.53
5/3/22,2022,5,3,Tuesday,13089.9,13045.35,13178.74,12982.7
5/2/22,2022,5,2,Monday,13075.85,12864.83,13083.57,12716.63
4/29/22,2022,4,29,Friday,12854.8,13274.94,13428.53,12835.48
4/28/22,2022,4,28,Thursday,13456.06,13254.96,13542.56,13038.17
4/27/22,2022,4,27,Wednesday,13003.36,13009.4,13241.94,12936.41
4/26/22,2022,4,26,Tuesday,13009.71,13447.66,13447.66,13009.65
4/25/22,2022,4,25,Monday,13533.22,13275.41,13541.77,13239.73
4/22/22,2022,4,22,Friday,13356.87,13714.63,13769.4,13342.79
4/21/22,2022,4,21,Thursday,13720.45,14174.92,14277.21,13682.68
4/20/22,2022,4,20,Wednesday,13998.53,14246.2,14263.61,13962.86
4/19/22,2022,4,19,Tuesday,14210.26,13882.75,14236.51,13844.74
4/18/22,2022,4,18,Monday,13910.76,13859.47,13997.93,13788.96
4/14/22,2022,4,14,Thursday,13893.21,14225.47,14235.39,13884.82
4/13/22,2022,4,13,Wednesday,14217.29,13939.61,14258.81,13919.48
4/12/22,2022,4,12,Tuesday,13940.24,14175.66,14264.74,13882.75
4/11/22,2022,4,11,Monday,13990.21,14149.6,14187.67,13979.14
4/8/22,2022,4,8,Friday,14327.26,14450.53,14490.19,14307.68
4/7/22,2022,4,7,Thursday,14531.81,14469.5,14624.24,14315.69
4/6/22,2022,4,6,Wednesday,14498.88,14600.3,14639.35,14395.4
4/5/22,2022,4,5,Tuesday,14820.64,15109.27,15120.67,14782.57
4/4/22,2022,4,4,Monday,15159.58,14903.38,15161.89,14884.57
4/1/22,2022,4,1,Friday,14861.21,14886.91,14925.93,14723.83
3/31/22,2022,3,31,Thursday,14838.49,15074.23,15088.38,14835.16
3/30/22,2022,3,30,Wednesday,15071.55,15177.15,15229.01,15010.34
3/29/22,2022,3,29,Tuesday,15239.32,15142.93,15265.42,15039.61
3/28/22,2022,3,28,Monday,14987.4,14763.16,14989.08,14705.92
3/25/22,2022,3,25,Friday,14754.31,14766.9,14805.88,14577.59
3/24/22,2022,3,24,Thursday,14765.69,14529.72,14767.73,14440.67
3/23/22,2022,3,23,Wednesday,14447.55,14525.22,14681.33,14446.04
3/22/22,2022,3,22,Tuesday,14654.33,14396.03,14688.97,14385.55
3/21/22,2022,3,21,Monday,14376.09,14377.15,14470.68,14190.53
3/18/22,2022,3,18,Friday,14420.08,14061.29,14427.47,14014.43
3/17/22,2022,3,17,Thursday,14118.6,13878.99,14125.67,13827.34
3/16/22,2022,3,16,Wednesday,13956.78,13633.12,13960.25,13475.09
3/15/22,2022,3,15,Tuesday,13458.56,13174.97,13488.18,13092.45
3/14/22,2022,3,14,Monday,13046.64,13248.09,13386.67,13020.4
3/11/22,2022,3,11,Friday,13301.83,13701.8,13714.44,13285.19
3/10/22,2022,3,10,Thursday,13591,13577.84,13633.69,13399.46
3/9/22,2022,3,9,Wednesday,13742.2,13610.48,13793.11,13504.48
3/8/22,2022,3,8,Tuesday,13267.6,13275.23,13663.27,13129.4
3/7/22,2022,3,7,Monday,13319.38,13853.53,13879.1,13314.44
3/4/22,2022,3,4,Friday,13837.83,13957.6,13992.97,13738.61
3/3/22,2022,3,3,Thursday,14035.21,14339.7,14342.56,13965.11
3/2/22,2022,3,2,Wednesday,14243.69,14075.11,14292.72,13962.69
3/1/22,2022,3,1,Tuesday,14005.99,14197.66,14271.58,13906.92
2/28/22,2022,2,28,Monday,14237.81,14058.61,14296.6,14009.36
2/25/22,2022,2,25,Friday,14189.16,13973.9,14193,13850.29
2/24/22,2022,2,24,Thursday,13974.67,13065.44,13989.1,13065.44
2/23/22,2022,2,23,Wednesday,13509.43,14016.94,14035.93,13502.58
2/22/22,2022,2,22,Tuesday,13870.53,13892.81,14109.26,13720.92
2/18/22,2022,2,18,Friday,14009.54,14207.55,14225.72,13918.76
2/17/22,2022,2,17,Thursday,14171.74,14485.08,14497.46,14155.43
2/16/22,2022,2,16,Wednesday,14603.64,14514.84,14647.79,14399.29
2/15/22,2022,2,15,Tuesday,14620.82,14482.11,14624.53,14444.46
2/14/22,2022,2,14,Monday,14268.59,14233.4,14400.78,14119.73
2/11/22,2022,2,11,Friday,14253.84,14739.46,14769.64,14194.54
2/10/22,2022,2,10,Thursday,14705.64,14770.67,15037.26,14636.62
2/9/22,2022,2,9,Wednesday,15056.96,14930.99,15057.9,14870.36
2/8/22,2022,2,8,Tuesday,14747.03,14533.25,14785.22,14485.78
2/7/22,2022,2,7,Monday,14571.25,14716.43,14813.86,14524.63
2/4/22,2022,2,4,Friday,14694.35,14566.28,14832.05,14452.28
2/3/22,2022,2,3,Thursday,14501.11,14693.85,14856.51,14471.2
2/2/22,2022,2,2,Wednesday,15139.74,15173.03,15196.4,14960.85
2/1/22,2022,2,1,Tuesday,15019.68,14966.6,15034.42,14749.49
1/31/22,2022,1,31,Monday,14930.05,14505.07,14934.52,14442.88
1/28/22,2022,1,28,Friday,14454.61,14091.31,14457.78,13880.48
1/27/22,2022,1,27,Thursday,14003.11,14346.46,14419.45,13972.88
1/26/22,2022,1,26,Wednesday,14172.76,14492.52,14646.54,14006.4
1/25/22,2022,1,25,Tuesday,14149.12,14237.6,14410.43,14033.81
1/24/22,2022,1,24,Monday,14509.58,14160.91,14532.57,13724.85
1/21/22,2022,1,21,Friday,14438.4,14728.66,14868.45,14432.64
1/20/22,2022,1,20,Thursday,14846.46,15176.38,15347.62,14832.69
1/19/22,2022,1,19,Wednesday,15047.84,15287.25,15382,15038.43
1/18/22,2022,1,18,Tuesday,15210.76,15378.06,15446.3,15182.96
1/14/22,2022,1,14,Friday,15611.59,15396.47,15617.18,15396.47
1/13/22,2022,1,13,Thursday,15495.62,15970.09,15990.38,15468.09
1/12/22,2022,1,12,Wednesday,15905.1,15955.48,16017.39,15815.95
1/11/22,2022,1,11,Tuesday,15844.12,15582.72,15848.56,15496.91
1/10/22,2022,1,10,Monday,15614.43,15383.18,15627.92,15165.53
1/7/22,2022,1,7,Friday,15592.19,15774.13,15835,15526.8
1/6/22,2022,1,6,Thursday,15765.36,15675.22,15900.6,15608.57
1/5/22,2022,1,5,Wednesday,15771.78,16190.55,16249.23,15763.84
1/4/22,2022,1,4,Tuesday,16279.73,16513.87,16513.87,16151.9
1/3/22,2022,1,3,Monday,16501.77,16395.51,16504.14,16306.64
12/31/21,2021,12,31,Friday,16320.08,16411.26,16464.62,16317.26
12/30/21,2021,12,30,Thursday,16429.1,16485.4,16569.62,16415.12
12/29/21,2021,12,29,Wednesday,16491.01,16510.63,16548.92,16396.16
12/28/21,2021,12,28,Tuesday,16488.66,16602.92,16607.19,16458.49
12/27/21,2021,12,27,Monday,16567.5,16361.07,16567.64,16361.07
12/23/21,2021,12,23,Thursday,16308.21,16203.76,16360.75,16188.02
12/22/21,2021,12,22,Wednesday,16180.14,15963.54,16186.25,15947.56
12/21/21,2021,12,21,Tuesday,15986.28,15794.38,15997.61,15617.48
12/20/21,2021,12,20,Monday,15627.64,15566.83,15662.61,15508.74
12/17/21,2021,12,17,Friday,15801.46,15714.54,15960.25,15664.1
12/16/21,2021,12,16,Thursday,15863.94,16335.03,16340.53,15802.63
12/15/21,2021,12,15,Wednesday,16289.59,15908.45,16301.27,15746.94
12/14/21,2021,12,14,Tuesday,15914.9,15877.65,15995.21,15742.8
12/13/21,2021,12,13,Monday,16082.55,16317.9,16332.63,16075.54
12/10/21,2021,12,10,Friday,16331.98,16278.3,16339.12,16139
12/9/21,2021,12,9,Thursday,16149.57,16337.81,16413.28,16141.39
12/8/21,2021,12,8,Wednesday,16394.34,16313.88,16401.1,16250.39
12/7/21,2021,12,7,Tuesday,16325.66,16139.56,16343.67,16128.44
12/6/21,2021,12,6,Monday,15846.16,15744.91,15898.59,15557.78
12/3/21,2021,12,3,Friday,15712.04,16039.41,16089.61,15543.31
12/2/21,2021,12,2,Thursday,15990.76,15791.3,16066.32,15770.92
12/1/21,2021,12,1,Wednesday,15877.72,16347.96,16427.19,15864
11/30/21,2021,11,30,Tuesday,16135.92,16333.95,16454.56,16073.76
11/29/21,2021,11,29,Monday,16399.24,16263.43,16437.16,16214.56
11/26/21,2021,11,26,Friday,16025.58,16237.41,16302.58,15988.95
11/24/21,2021,11,24,Wednesday,16367.81,16202.26,16370.56,16106.02
11/23/21,2021,11,23,Tuesday,16306.72,16330.18,16417.5,16121.7
11/22/21,2021,11,22,Monday,16380.98,16644.77,16764.86,16374.78
11/19/21,2021,11,19,Friday,16573.34,16558.56,16625.86,16523.83
11/18/21,2021,11,18,Thursday,16482.97,16398.76,16501.92,16309.51
11/17/21,2021,11,17,Wednesday,16308.07,16329.07,16398.95,16276.77
11/16/21,2021,11,16,Tuesday,16309.77,16170.29,16329.5,16156.69
11/15/21,2021,11,15,Monday,16189.12,16227.01,16256.73,16096.37
11/12/21,2021,11,12,Friday,16199.89,16078.13,16218.55,16012.78
11/11/21,2021,11,11,Thursday,16032.47,16114.05,16116.25,16019.39
11/10/21,2021,11,10,Wednesday,15985.57,16087.01,16224.51,15905.28
11/9/21,2021,11,9,Tuesday,16219.94,16389.99,16401.89,16168.63
11/8/21,2021,11,8,Monday,16336.03,16351.49,16401.93,16314
11/5/21,2021,11,5,Friday,16359.38,16397.59,16454.48,16302.06
11/4/21,2021,11,4,Thursday,16346.24,16193.22,16387.95,16169.56
11/3/21,2021,11,3,Wednesday,16144.5,16000.6,16157.6,15950.59
11/2/21,2021,11,2,Tuesday,15972.49,15885.34,15988.33,15877.27
11/1/21,2021,11,1,Monday,15905.28,15879.61,15910.35,15785.31
10/29/21,2021,10,29,Friday,15850.47,15638.74,15856.9,15638.74
10/28/21,2021,10,28,Thursday,15778.16,15674.39,15784,15650.01
10/27/21,2021,10,27,Wednesday,15598.39,15603.16,15729.75,15578.68
10/26/21,2021,10,26,Tuesday,15559.49,15615.36,15710.79,15518.59
10/25/21,2021,10,25,Monday,15514.19,15417.25,15555.65,15338.49
10/22/21,2021,10,22,Friday,15355.07,15422.07,15474.28,15291.95
10/21/21,2021,10,21,Thursday,15489.59,15365.81,15497.58,15350.5
10/20/21,2021,10,20,Wednesday,15388.71,15448,15457.11,15333.43
10/19/21,2021,10,19,Tuesday,15410.72,15349.45,15414.97,15320.62
10/18/21,2021,10,18,Monday,15300.89,15091.58,15307.51,15074.71
10/15/21,2021,10,15,Friday,15146.92,15106.97,15150.14,15064.59
10/14/21,2021,10,14,Thursday,15052.42,14925.58,15059.89,14901.59
10/13/21,2021,10,13,Wednesday,14774.6,14751.8,14800.83,14676.58
10/12/21,2021,10,12,Tuesday,14662.11,14772.29,14784.78,14636.33
10/11/21,2021,10,11,Monday,14713.73,14765.69,14907.57,14709.05
10/8/21,2021,10,8,Friday,14820.75,14942.36,14948.35,14805.5
10/7/21,2021,10,7,Thursday,14897.13,14899.07,15010.32,14878.22
10/6/21,2021,10,6,Wednesday,14766.75,14529.89,14775.64,14499.48
10/5/21,2021,10,5,Tuesday,14674.15,14533.43,14763.64,14520.23
10/4/21,2021,10,4,Monday,14472.12,14713.6,14727.6,14384.93
10/1/21,2021,10,1,Friday,14791.87,14731.38,14830.84,14555.12
9/30/21,2021,9,30,Thursday,14689.62,14830.3,14888.22,14684.55
9/29/21,2021,9,29,Wednesday,14752.89,14835.51,14914.92,14727.41
9/28/21,2021,9,28,Tuesday,14770.3,15001.98,15040.57,14758.98
9/27/21,2021,9,27,Monday,15204.82,15205.23,15240.58,15106.45
9/24/21,2021,9,24,Friday,15329.68,15222.97,15345.54,15209.16
9/23/21,2021,9,23,Thursday,15316.58,15231.2,15356.92,15199.43
9/22/21,2021,9,22,Wednesday,15176.51,15073.96,15230.34,15029.9
9/21/21,2021,9,21,Tuesday,15027.77,15096.97,15139.9,14986.98
9/20/21,2021,9,20,Monday,15012.19,15068.65,15157.26,14821.03
9/17/21,2021,9,17,Friday,15333.47,15481.43,15485.21,15291.04
9/16/21,2021,9,16,Thursday,15515.91,15452.67,15539.14,15370.88
9/15/21,2021,9,15,Wednesday,15503.53,15419.95,15518.95,15316.4
9/14/21,2021,9,14,Tuesday,15382.9,15505.78,15525.97,15352.06
9/13/21,2021,9,13,Monday,15434.5,15545.66,15562.28,15351.7
9/10/21,2021,9,10,Friday,15440.75,15648.05,15673.5,15433.43
9/9/21,2021,9,9,Thursday,15561.05,15639.44,15675.46,15556.74
9/8/21,2021,9,8,Wednesday,15620.85,15669.01,15669.01,15528.45
9/7/21,2021,9,7,Tuesday,15675.76,15662.3,15701.4,15610.23
9/3/21,2021,9,3,Friday,15652.86,15578.96,15668.12,15554.97
9/2/21,2021,9,2,Thursday,15604.25,15656.28,15681.76,15554.29
9/1/21,2021,9,1,Wednesday,15611.57,15637.13,15696.42,15603.67
8/31/21,2021,8,31,Tuesday,15582.51,15601.34,15604.45,15522.78
8/30/21,2021,8,30,Monday,15605.09,15460.93,15620.62,15459.74
8/27/21,2021,8,27,Friday,15432.95,15305.75,15447.03,15292.74
8/26/21,2021,8,26,Thursday,15278.52,15348.98,15369.28,15265.23
8/25/21,2021,8,25,Wednesday,15368.92,15384.83,15404.36,15341.92
8/24/21,2021,8,24,Tuesday,15357.68,15338.92,15384.42,15319.55
8/23/21,2021,8,23,Monday,15312.82,15140.14,15341.47,15140.14
8/20/21,2021,8,20,Friday,15092.57,14974.06,15103.94,14968.87
8/19/21,2021,8,19,Thursday,14933.94,14773.19,15000.19,14773.19
8/18/21,2021,8,18,Wednesday,14857.92,14975.02,15039.9,14846.51
8/17/21,2021,8,17,Tuesday,15002.83,15018.94,15062.7,14906.22
8/16/21,2021,8,16,Monday,15140.77,15090.05,15142.03,14931.15
8/13/21,2021,8,13,Friday,15136.68,15101.84,15150.48,15079.3
8/12/21,2021,8,12,Thursday,15088.98,15012.6,15097.91,14956.25
8/11/21,2021,8,11,Wednesday,15027.76,15101.82,15127.78,14972.6
8/10/21,2021,8,10,Tuesday,15053.58,15157.37,15169.45,15010.16
8/9/21,2021,8,9,Monday,15133.11,15136.14,15154.68,15081.75
8/6/21,2021,8,6,Friday,15109.36,15125.74,15162.34,15063.02
